loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,lOCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,target
5.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,1.0,0.0,3.0,2.0,3.0,2.0,1.0,no
21.0,3.0,3.0,2.0,42.0,187.3,0.07,15.0,12.49,2809.44,0.06,156.08,16.0,0.0,3.0,0.0,15.0,7.0,28.0,14.0,5.0,no
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,no
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,no
60.0,9.0,5.0,5.0,110.0,573.04,0.05,22.17,25.85,12702.38,0.19,705.69,38.0,17.0,2.0,0.0,19.0,18.0,68.0,42.0,17.0,yes
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,no
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,no
5.0,1.0,1.0,1.0,4.0,6.34,1.33,0.75,8.45,4.75,0.0,0.26,3.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,no
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,no
15.0,2.0,1.0,1.0,19.0,74.23,0.33,3.0,24.74,222.69,0.02,12.37,4.0,0.0,0.0,0.0,8.0,18.0,24.0,22.0,3.0,yes
14.0,2.0,1.0,2.0,22.0,88.0,0.17,5.79,15.21,509.14,0.03,28.29,8.0,0.0,1.0,0.0,9.0,7.0,13.0,9.0,3.0,no
10.0,2.0,1.0,2.0,18.0,64.53,0.14,7.0,9.22,451.71,0.02,25.09,8.0,0.0,0.0,0.0,8.0,4.0,11.0,7.0,3.0,no
118.0,3.0,1.0,2.0,353.0,2050.0,0.03,31.2,65.71,63959.88,0.68,3553.33,87.0,1.0,23.0,0.0,16.0,40.0,197.0,156.0,5.0,yes
22.0,2.0,1.0,2.0,34.0,141.78,0.17,6.0,23.63,850.66,0.05,47.26,8.0,1.0,4.0,0.0,10.0,14.0,34.0,24.0,1.0,no
66.0,13.0,3.0,7.0,161.0,868.16,0.04,23.96,36.24,20798.17,0.29,1155.45,52.0,4.0,7.0,1.0,19.0,23.0,103.0,58.0,25.0,no
2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,no
4.0,1.0,1.0,1.0,7.0,11.09,0.67,1.5,7.4,16.64,0.0,0.92,3.0,0.0,0.0,0.0,2.0,4.0,2.0,8.0,1.0,no
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,no
32.0,4.0,1.0,2.0,63.0,306.05,0.16,6.3,48.58,1928.13,0.1,107.12,21.0,2.0,6.0,1.0,9.0,20.0,35.0,28.0,7.0,no
113.0,14.0,8.0,12.0,265.0,1558.9,0.05,20.44,76.27,31864.67,0.52,1770.26,85.0,9.0,15.0,0.0,17.0,42.0,164.0,101.0,27.0,yes
133.0,21.0,9.0,12.0,408.0,2586.66,0.04,27.7,93.36,71663.17,0.86,3981.29,98.0,7.0,20.0,6.0,20.0,61.0,239.0,169.0,41.0,yes
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,no
20.0,4.0,3.0,3.0,45.0,206.32,0.09,10.64,19.4,2194.53,0.07,121.92,15.0,1.0,2.0,0.0,13.0,11.0,27.0,18.0,7.0,no
12.0,2.0,1.0,2.0,15.0,45.0,0.17,6.0,7.5,270.0,0.02,15.0,8.0,1.0,0.0,0.0,6.0,2.0,11.0,4.0,3.0,no
99.0,9.0,5.0,5.0,162.0,889.68,0.11,9.22,96.49,8203.37,0.3,455.74,46.0,0.0,8.0,0.0,16.0,50.0,172.0,113.0,5.0,yes
269.0,47.0,8.0,31.0,852.0,5610.39,0.02,48.44,115.82,271767.2,1.87,15098.18,198.0,29.0,26.0,11.0,21.0,75.0,506.0,346.0,97.0,yes
10.0,2.0,1.0,2.0,18.0,64.53,0.14,7.0,9.22,451.71,0.02,25.09,8.0,0.0,0.0,0.0,8.0,4.0,11.0,7.0,3.0,no
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,no
6.0,1.0,1.0,1.0,14.0,48.43,0.4,2.5,19.37,121.08,0.02,6.73,3.0,0.0,0.0,0.0,5.0,6.0,8.0,6.0,1.0,no
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,no
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,no
63.0,5.0,1.0,4.0,160.0,873.51,0.06,16.57,52.73,14471.13,0.29,803.95,50.0,1.0,10.0,0.0,14.0,30.0,89.0,71.0,9.0,yes
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,no
8.0,1.0,1.0,1.0,10.0,30.0,0.3,3.33,9.0,100.0,0.01,5.56,4.0,0.0,1.0,0.0,5.0,3.0,6.0,4.0,1.0,yes
61.0,7.0,1.0,4.0,166.0,916.91,0.06,16.19,56.64,14842.5,0.31,824.58,49.0,1.0,9.0,0.0,14.0,32.0,92.0,74.0,13.0,yes
10.0,2.0,1.0,1.0,24.0,96.0,0.2,5.0,19.2,480.0,0.03,26.67,6.0,0.0,2.0,0.0,8.0,8.0,14.0,10.0,3.0,no
43.0,3.0,1.0,3.0,72.0,346.13,0.06,16.67,20.77,5768.83,0.12,320.49,29.0,4.0,6.0,0.0,16.0,12.0,47.0,25.0,5.0,no
7.0,4.0,1.0,1.0,33.0,128.93,0.19,5.33,24.17,687.61,0.04,38.2,5.0,0.0,0.0,0.0,6.0,9.0,17.0,16.0,7.0,no
19.0,3.0,3.0,2.0,35.0,145.95,0.09,11.0,13.27,1605.42,0.05,89.19,14.0,1.0,2.0,0.0,11.0,7.0,21.0,14.0,5.0,no
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,no
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,no
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,no
5.0,2.0,1.0,1.0,15.0,53.77,0.33,3.0,17.92,161.32,0.02,8.96,3.0,0.0,0.0,0.0,6.0,6.0,9.0,6.0,3.0,no
6.0,1.0,1.0,1.0,15.0,49.83,0.43,2.33,21.36,116.27,0.02,6.46,4.0,0.0,0.0,0.0,4.0,6.0,8.0,7.0,1.0,no
11.0,2.0,1.0,2.0,17.0,60.94,0.17,6.0,10.16,365.67,0.02,20.31,8.0,0.0,1.0,0.0,8.0,4.0,11.0,6.0,3.0,no
7.0,1.0,1.0,1.0,8.0,22.46,0.5,2.0,11.23,44.92,0.01,2.5,4.0,0.0,1.0,0.0,4.0,3.0,5.0,3.0,1.0,no
6.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,0.0,1.0,0.0,3.0,2.0,3.0,2.0,1.0,no
13.0,1.0,1.0,1.0,14.0,46.51,0.67,1.5,31.0,69.76,0.02,3.88,4.0,0.0,2.0,2.0,3.0,7.0,7.0,7.0,1.0,no
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,no
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,yes
591.0,87.0,34.0,61.0,1886.0,14068.49,0.02,64.05,219.66,901039.76,4.69,50057.76,443.0,40.0,92.0,6.0,26.0,150.0,1147.0,739.0,173.0,yes
81.0,7.0,1.0,7.0,207.0,1136.81,0.04,22.77,49.93,25882.81,0.38,1437.93,62.0,4.0,11.0,0.0,17.0,28.0,132.0,75.0,13.0,yes
4.0,2.0,1.0,1.0,11.0,36.54,0.4,2.5,14.62,91.35,0.01,5.08,2.0,0.0,0.0,0.0,5.0,5.0,6.0,5.0,3.0,no
1.0,1.0,1.0,1.0,6.0,15.51,0.4,2.5,6.2,38.77,0.01,2.15,0.0,0.0,0.0,0.0,5.0,1.0,5.0,1.0,1.0,no
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,no
29.0,2.0,1.0,2.0,105.0,554.97,0.13,7.76,71.53,4305.78,0.18,239.21,24.0,0.0,2.0,0.0,10.0,29.0,60.0,45.0,3.0,no
39.0,4.0,1.0,2.0,105.0,520.19,0.07,13.89,37.44,7227.91,0.17,401.55,29.0,1.0,4.0,2.0,12.0,19.0,61.0,44.0,7.0,no
102.0,21.0,8.0,10.0,294.0,1699.72,0.04,27.73,61.3,47132.77,0.57,2618.49,79.0,4.0,15.0,2.0,18.0,37.0,180.0,114.0,41.0,yes
2.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,no
105.0,16.0,14.0,11.0,294.0,1743.64,0.03,31.5,55.35,54924.56,0.58,3051.36,87.0,3.0,12.0,1.0,21.0,40.0,174.0,120.0,31.0,yes
58.0,10.0,5.0,6.0,176.0,949.05,0.05,21.54,44.06,20441.03,0.32,1135.61,50.0,4.0,2.0,0.0,16.0,26.0,106.0,70.0,19.0,yes
55.0,13.0,1.0,13.0,100.0,504.44,0.09,10.73,47.03,5410.11,0.17,300.56,40.0,0.0,13.0,0.0,13.0,20.0,67.0,33.0,25.0,no
68.0,5.0,1.0,3.0,76.0,348.46,0.08,12.27,28.4,4275.3,0.12,237.52,25.0,0.0,4.0,0.0,12.0,24.0,94.0,73.0,9.0,no
29.0,3.0,1.0,3.0,72.0,334.36,0.09,10.61,31.52,3546.58,0.11,197.03,22.0,1.0,3.0,0.0,11.0,14.0,45.0,27.0,5.0,no
18.0,2.0,1.0,2.0,33.0,132.0,0.1,10.0,13.2,1320.0,0.04,73.33,12.0,1.0,3.0,0.0,10.0,6.0,21.0,12.0,3.0,yes
20.0,4.0,1.0,3.0,45.0,200.67,0.15,6.67,30.1,1337.83,0.07,74.32,14.0,3.0,1.0,0.0,10.0,12.0,29.0,16.0,7.0,no
18.0,5.0,1.0,2.0,54.0,233.38,0.07,13.44,17.36,3137.72,0.08,174.32,12.0,1.0,3.0,0.0,11.0,9.0,32.0,22.0,9.0,no
10.0,1.0,1.0,1.0,12.0,38.04,0.25,4.0,9.51,152.16,0.01,8.45,5.0,0.0,3.0,0.0,6.0,3.0,8.0,4.0,1.0,no
20.0,2.0,1.0,2.0,54.0,216.0,0.16,6.3,34.29,1360.8,0.07,75.6,14.0,3.0,1.0,0.0,6.0,10.0,33.0,21.0,3.0,no
4.0,1.0,1.0,1.0,9.0,25.27,0.67,1.5,16.84,37.9,0.01,2.11,2.0,0.0,0.0,0.0,3.0,4.0,5.0,4.0,1.0,no
106.0,12.0,7.0,8.0,261.0,1457.68,0.05,21.41,68.08,31211.4,0.49,1733.97,81.0,5.0,15.0,1.0,14.0,34.0,157.0,104.0,23.0,no
46.0,4.0,1.0,4.0,114.0,564.78,0.06,15.53,36.37,8769.75,0.19,487.21,35.0,1.0,7.0,1.0,13.0,18.0,71.0,43.0,7.0,no
6.0,2.0,1.0,2.0,13.0,41.21,0.33,3.0,13.74,123.63,0.01,6.87,4.0,0.0,0.0,0.0,6.0,3.0,10.0,3.0,3.0,no
33.0,4.0,3.0,4.0,84.0,408.07,0.11,8.86,46.05,3615.96,0.14,200.89,24.0,3.0,3.0,1.0,11.0,18.0,55.0,29.0,7.0,no
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,no
20.0,4.0,3.0,3.0,40.0,178.38,0.07,15.0,11.89,2675.66,0.06,148.65,16.0,0.0,2.0,0.0,15.0,7.0,26.0,14.0,7.0,no
6.0,2.0,1.0,1.0,15.0,53.77,0.4,2.5,21.51,134.44,0.02,7.47,2.0,0.0,2.0,0.0,5.0,7.0,8.0,7.0,3.0,yes
2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,no
144.0,14.0,7.0,11.0,322.0,1960.16,0.03,34.01,57.63,66668.34,0.65,3703.8,106.0,29.0,7.0,0.0,25.0,43.0,205.0,117.0,27.0,no
14.0,2.0,1.0,2.0,61.0,307.71,0.11,9.42,32.65,2900.15,0.1,161.12,12.0,0.0,0.0,0.0,13.0,20.0,32.0,29.0,3.0,yes
4.0,1.0,1.0,1.0,2.0,2.0,2.0,0.5,4.0,1.0,0.0,0.06,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,no
36.0,8.0,8.0,5.0,113.0,574.88,0.04,23.06,24.93,13258.25,0.19,736.57,26.0,1.0,6.0,1.0,18.0,16.0,72.0,41.0,15.0,no
15.0,1.0,1.0,1.0,32.0,135.93,0.13,7.56,17.97,1028.0,0.05,57.11,9.0,0.0,3.0,0.0,11.0,8.0,21.0,11.0,1.0,no
174.0,29.0,7.0,14.0,466.0,2937.56,0.03,39.84,73.74,117030.36,0.98,6501.69,133.0,4.0,32.0,2.0,23.0,56.0,272.0,194.0,57.0,no
12.0,1.0,1.0,1.0,23.0,87.57,0.16,6.25,14.01,547.31,0.03,30.41,6.0,0.0,2.0,0.0,10.0,4.0,18.0,5.0,1.0,no
33.0,6.0,1.0,3.0,82.0,413.64,0.08,12.89,32.08,5333.78,0.14,296.32,28.0,0.0,3.0,0.0,14.0,19.0,47.0,35.0,11.0,yes
13.0,2.0,1.0,2.0,20.0,78.14,0.17,6.0,13.02,468.83,0.03,26.05,8.0,0.0,1.0,0.0,9.0,6.0,12.0,8.0,3.0,no
59.0,9.0,5.0,6.0,184.0,985.79,0.04,25.04,39.36,24687.6,0.33,1371.53,44.0,1.0,10.0,0.0,18.0,23.0,120.0,64.0,17.0,yes
6.0,1.0,1.0,1.0,15.0,49.83,0.43,2.33,21.36,116.27,0.02,6.46,4.0,0.0,0.0,0.0,4.0,6.0,8.0,7.0,1.0,no
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,yes
45.0,9.0,6.0,7.0,132.0,707.2,0.07,13.48,52.46,9534.06,0.24,529.67,39.0,3.0,1.0,0.0,14.0,27.0,80.0,52.0,17.0,yes
6.0,1.0,1.0,1.0,15.0,49.83,0.43,2.33,21.36,116.27,0.02,6.46,4.0,0.0,0.0,0.0,4.0,6.0,8.0,7.0,1.0,no
34.0,6.0,6.0,6.0,80.0,403.55,0.06,16.29,24.78,6572.12,0.13,365.12,27.0,1.0,4.0,0.0,19.0,14.0,56.0,24.0,11.0,yes
47.0,2.0,1.0,2.0,385.0,2375.42,0.03,34.5,68.85,81952.03,0.79,4552.89,119.0,6.0,18.0,0.0,11.0,25.0,87.0,44.0,31.0,no
15.0,2.0,1.0,1.0,38.0,169.46,0.13,7.8,21.73,1321.78,0.06,73.43,10.0,0.0,1.0,0.0,12.0,10.0,25.0,13.0,3.0,no
104.0,17.0,5.0,11.0,356.0,2159.53,0.04,22.27,96.95,48102.42,0.72,2672.36,86.0,5.0,11.0,0.0,16.0,51.0,214.0,142.0,33.0,yes
64.0,6.0,1.0,6.0,185.0,977.8,0.05,19.32,50.61,18891.08,0.33,1049.5,49.0,7.0,5.0,0.0,14.0,25.0,116.0,69.0,11.0,no
12.0,2.0,1.0,2.0,15.0,51.89,0.23,4.38,11.86,227.03,0.02,12.61,7.0,1.0,2.0,0.0,7.0,4.0,10.0,5.0,3.0,no
4.0,1.0,1.0,1.0,9.0,25.27,0.0,0.0,0.0,0.0,0.01,0.0,2.0,0.0,0.0,0.0,7.0,0.0,9.0,0.0,1.0,no
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,no
6.0,1.0,1.0,1.0,16.0,57.36,0.35,2.86,20.08,163.88,0.02,9.1,5.0,0.0,0.0,0.0,5.0,7.0,8.0,8.0,1.0,no
83.0,7.0,1.0,6.0,223.0,1161.71,0.04,26.78,43.38,31113.57,0.39,1728.53,66.0,1.0,12.0,0.0,14.0,23.0,135.0,88.0,13.0,no
46.0,3.0,1.0,2.0,79.0,387.64,0.1,10.42,37.2,4039.66,0.13,224.43,24.0,12.0,7.0,0.0,11.0,13.0,47.0,29.0,5.0,yes
45.0,4.0,1.0,4.0,88.0,423.05,0.07,13.43,31.49,5682.93,0.14,315.72,30.0,7.0,4.0,0.0,13.0,15.0,57.0,31.0,7.0,no
5.0,1.0,1.0,1.0,5.0,11.61,0.5,2.0,5.8,23.22,0.0,1.29,2.0,1.0,0.0,0.0,4.0,1.0,4.0,1.0,1.0,no
61.0,8.0,7.0,7.0,113.0,605.4,0.05,18.9,32.03,11442.12,0.2,635.67,38.0,2.0,4.0,0.0,23.0,27.0,107.0,58.0,13.0,yes
6.0,1.0,1.0,1.0,15.0,49.83,0.43,2.33,21.36,116.27,0.02,6.46,4.0,0.0,0.0,0.0,4.0,6.0,8.0,7.0,1.0,no
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,no
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,no
54.0,7.0,3.0,7.0,118.0,590.0,0.05,20.29,29.07,11973.53,0.2,665.2,42.0,1.0,8.0,1.0,15.0,17.0,72.0,46.0,13.0,no
44.0,2.0,1.0,2.0,66.0,326.98,0.09,11.12,29.41,3635.21,0.11,201.96,22.0,12.0,7.0,0.0,14.0,17.0,39.0,27.0,3.0,yes
43.0,5.0,1.0,4.0,101.0,513.83,0.06,15.79,32.54,8113.16,0.17,450.73,30.0,3.0,7.0,0.0,15.0,19.0,61.0,40.0,9.0,no
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,no
22.0,3.0,1.0,3.0,50.0,219.62,0.14,7.13,30.82,1564.76,0.07,86.93,16.0,2.0,2.0,0.0,9.0,12.0,31.0,19.0,5.0,no
21.0,2.0,1.0,2.0,36.0,152.93,0.12,8.57,17.84,1310.79,0.05,72.82,16.0,0.0,3.0,0.0,12.0,7.0,26.0,10.0,3.0,no
38.0,2.0,1.0,2.0,69.0,353.92,0.2,5.02,70.51,1776.41,0.12,98.69,25.0,0.0,2.0,0.0,9.0,26.0,40.0,29.0,3.0,no
34.0,3.0,1.0,3.0,53.0,249.12,0.07,13.64,18.27,3397.14,0.08,188.73,19.0,7.0,5.0,0.0,15.0,11.0,33.0,20.0,5.0,no
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,no
4.0,1.0,1.0,1.0,6.0,15.51,0.4,2.5,6.2,38.77,0.01,2.15,2.0,0.0,0.0,0.0,5.0,1.0,5.0,1.0,1.0,no
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,no
40.0,4.0,1.0,4.0,102.0,495.51,0.09,11.61,42.68,5753.47,0.17,319.64,29.0,1.0,7.0,1.0,11.0,18.0,64.0,38.0,7.0,no
46.0,7.0,1.0,4.0,133.0,682.19,0.05,19.5,34.98,13302.8,0.23,739.04,38.0,1.0,2.0,0.0,15.0,20.0,81.0,52.0,13.0,yes
12.0,2.0,1.0,2.0,20.0,76.15,0.12,8.1,9.4,616.79,0.03,34.27,7.0,0.0,3.0,0.0,9.0,5.0,11.0,9.0,3.0,no
2.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,no
122.0,6.0,5.0,5.0,353.0,2093.55,0.03,37.8,55.38,79136.2,0.7,4396.46,91.0,4.0,22.0,0.0,21.0,40.0,209.0,144.0,11.0,yes
8.0,1.0,1.0,1.0,10.0,30.0,0.3,3.33,9.0,100.0,0.01,5.56,4.0,0.0,1.0,0.0,5.0,3.0,6.0,4.0,1.0,no
6.0,1.0,1.0,1.0,16.0,57.36,0.35,2.86,20.08,163.88,0.02,9.1,5.0,0.0,0.0,0.0,5.0,7.0,8.0,8.0,1.0,no
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,no
15.0,6.0,1.0,5.0,44.0,179.85,0.23,4.36,41.22,784.79,0.06,43.6,13.0,0.0,0.0,0.0,6.0,11.0,28.0,16.0,11.0,no
20.0,2.0,1.0,2.0,32.0,130.8,0.16,6.19,21.14,809.32,0.04,44.96,16.0,0.0,1.0,0.0,9.0,8.0,21.0,11.0,3.0,no
76.0,9.0,5.0,6.0,185.0,1064.65,0.05,20.36,52.3,21673.32,0.35,1204.07,56.0,3.0,10.0,4.0,19.0,35.0,110.0,75.0,17.0,yes
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,no
